year,date,stage,course,type,distance_in_km,winner_name,country
1999,1999-07-11,8,Metz,Individual time-trial,56.5,Lance Armstrong,Estados Unidos
1999,1999-07-13,9,Le Grand-Bornand to Sestrières,Mountain,213.5,Lance Armstrong,Estados Unidos
1999,1999-07-14,10,Sestrières to Alpe d'Huez,Mountain,220.5,Giuseppe Guerini,Italia
1999,1999-07-15,11,Le Bourg-d'Oisans to Saint-Étienne,Hilly,198.5,Ludo Dierckxsens,Bélgica
1999,1999-07-16,12,Saint-Galmier to Saint-Flour,Hilly,201.5,David Etxebarria,España
1999,1999-07-17,13,Saint-Flour to Albi,Hilly,236.5,Salvatore Commesso,Italia
1999,1999-07-18,14,Castres to Saint-Gaudens,Flat,199.0,Dmitri Konychev,Rusia
1999,1999-07-20,15,Saint-Gaudens to Piau-Engaly,Mountain,173.0,Fernando Escartín,España
1999,1999-07-21,16,Lannemezan to Pau,Mountain,192.0,David Etxebarria,España
1999,1999-07-22,17,Mourenx to Bordeaux,Flat,200.0,Tom Steels,Bélgica
1999,1999-07-23,18,Jonzac to Futuroscope,Flat,187.5,Giampaolo Mondini,Italia
1999,1999-07-24,19,Futuroscope,Individual time-trial,57.0,Lance Armstrong,Estados Unidos
1999,1999-07-25,20,Arpajon to Paris (Champs-Élysées),Flat,143.5,Robbie McEwen,Australia
2000,2000-07-01,1,Futuroscope,Individual time-trial,16.5,David Millar,Reino Unido
2000,2000-07-02,2,Futuroscope to Loudun,Flat,194.0,Tom Steels,Bélgica
2000,2000-07-03,3,Loudun to Nantes,Flat,161.5,Tom Steels,Bélgica
2000,2000-07-04,4,Nantes to Saint-Nazaire,Team time-trial,70.0,ONCE–Deutsche Bank,
2000,2000-07-05,5,Vannes to Vitré,Flat,202.0,Marcel Wüst,Alemania
2000,2000-07-06,6,Vitré to Tours,Flat,198.5,Léon van Bon,Países Bajos
2000,2000-07-07,7,Tours to Limoges,Flat,205.5,Christophe Agnolutto,Francia
2000,2000-07-08,8,Limoges to Villeneuve-sur-Lot,Flat,203.5,Erik Dekker,Países Bajos
2000,2000-07-09,9,Agen to Dax,Flat,181.0,Paolo Bettini,Italia
2000,2000-07-10,10,Dax to Hautacam,Mountain,205.0,Javier Otxoa,España
2000,2000-07-11,11,Bagnères-de-Bigorre to Revel,Hilly,218.5,Erik Dekker,Países Bajos
2000,2000-07-13,12,Carpentras to Mont Ventoux,Mountain,149.0,Marco Pantani,Italia
2000,2000-07-14,13,Avignon to Draguignan,Flat,185.5,José Vicente Garcia,España
2000,2000-07-15,14,Draguignan to Briançon,Mountain,249.5,Santiago Botero,Colombia
2000,2000-07-16,15,Briançon to Courchevel,Mountain,173.5,Marco Pantani,Italia
2000,2000-07-18,16,Courchevel to Morzine,Mountain,196.5,Richard Virenque,Francia
2000,2000-07-19,17,Évian-les-Bains to Lausanne,Hilly,155.0,Erik Dekker,Países Bajos
2000,2000-07-20,18,Lausanne to Freiburg (Germany),Flat,246.5,Salvatore Commesso,Italia
2000,2000-07-21,19,Freiburg (Germany) to Mulhouse,Individual time-trial,58.5,Lance Armstrong,Estados Unidos
2000,2000-07-22,20,Belfort to Troyes,Flat,254.5,Erik Zabel,Alemania
2000,2000-07-23,21,Paris (Eiffel Tower)[12] to Paris (Champs-Élysées),Flat,138.0,Stefano Zanini,Italia
2001,2001-07-07,P,Dunkirk,Individual time-trial,8.2,Christophe Moreau,Francia
2001,2001-07-08,1,Saint-Omer to Boulogne-sur-Mer,Flat,194.5,Erik Zabel,Alemania
2001,2001-07-09,2,Calais to Antwerp (Belgium),Flat,220.5,Marc Wauters,Bélgica
2001,2001-07-10,3,Antwerp (Belgium) to Seraing (Belgium),Flat,198.5,Erik Zabel,Alemania
2001,2001-07-11,4,Huy (Belgium) to Verdun,Flat,215.0,Laurent Jalabert,Francia
2001,2001-07-12,5,Verdun to Bar-le-Duc,Team time-trial,67.0,Crédit Agricole,
2001,2001-07-13,6,Commercy to Strasbourg,Flat,211.5,Jaan Kirsipuu,Estonia
2001,2001-07-14,7,Strasbourg to Colmar,Hilly,162.5,Laurent Jalabert,Francia
2001,2001-07-15,8,Colmar to Pontarlier,Flat,222.5,Erik Dekker,Países Bajos
2001,2001-07-16,9,Pontarlier to Aix-les-Bains,Flat,185.0,Serguei Ivanov,Rusia
2001,2001-07-17,10,Aix-les-Bains to Alpe d'Huez,Mountain,209.0,Lance Armstrong,Estados Unidos
2001,2001-07-18,11,Grenoble to Chamrousse,Individual time-trial,32.0,Lance Armstrong,Estados Unidos
2001,2001-07-20,12,Perpignan to Plateau de Bonascre,Mountain,166.5,Félix Cárdenas,Colombia
2001,2001-07-21,13,Foix to Saint-Lary-Soulan Pla d'Adet,Mountain,194.0,Lance Armstrong,Estados Unidos
2001,2001-07-22,14,Tarbes to Luz Ardiden,Mountain,141.5,Roberto Laiseka,España
2001,2001-07-24,15,Pau to Lavaur,Flat,232.5,Rik Verbrugghe,Bélgica
2001,2001-07-25,16,Castelsarrasin to Sarran,Flat,229.5,Jens Voigt,Alemania
2001,2001-07-26,17,Brive-la-Gaillarde to Montluçon,Flat,194.0,Serge Baguet,Bélgica
2001,2001-07-27,18,Montluçon to Saint-Amand-Montrond,Individual time-trial,61.0,Lance Armstrong,Estados Unidos
2001,2001-07-28,19,Orléans to Évry,Flat,149.5,Erik Zabel,Alemania
2001,2001-07-29,20,Corbeil-Essonnes to Paris (Champs-Élysées),Flat,160.5,Ján Svorada,República Checa
2002,2002-07-06,P,Luxembourg City (Luxembourg),Individual time-trial,7.0,Lance Armstrong,Estados Unidos
2002,2002-07-07,1,Luxembourg City (Luxembourg),Flat,192.5,Rubens Bertogliati,Suiza
2002,2002-07-08,2,Luxembourg City (Luxembourg) to Saarbrücken (Germany),Flat,181.0,Óscar Freire,España
2002,2002-07-09,3,Metz to Reims,Flat,174.5,Robbie McEwen,Australia
2002,2002-07-10,4,Épernay to Château-Thierry,Team time-trial,67.5,ONCE–Eroski,
2002,2002-07-11,5,Soissons to Rouen,Flat,195.0,Jaan Kirsipuu,Estonia
2002,2002-07-12,6,Forges-les-Eaux to Alençon,Flat,199.5,Erik Zabel,Alemania
2002,2002-07-13,7,Bagnoles-de-l'Orne to Avranches,Flat,176.0,Bradley McGee,Australia
2002,2002-07-14,8,Saint-Martin-de-Landelles to Plouay,Flat,217.5,Karsten Kroon,Países Bajos
2002,2002-07-15,9,Lanester to Lorient,Individual time-trial,52.0,Santiago Botero,Colombia
2002,2002-07-17,10,Bazas to Pau,Flat,147.0,Patrice Halgand,Francia
2002,2002-07-18,11,Pau to La Mongie,Mountain,158.0,Lance Armstrong,Estados Unidos
2002,2002-07-19,12,Lannemezan to Plateau de Beille,Mountain,199.5,Lance Armstrong,Estados Unidos
2002,2002-07-20,13,Lavelanet to Béziers,Flat,171.0,David Millar,Reino Unido
2002,2002-07-21,14,Lodève to Mont Ventoux,Mountain,221.0,Richard Virenque,Francia
2002,2002-07-23,15,Vaison-la-Romaine to Les Deux Alpes,Hilly,226.5,Santiago Botero,Colombia
2002,2002-07-24,16,Les Deux Alpes to La Plagne,Mountain,179.5,Michael Boogerd,Países Bajos
2002,2002-07-25,17,Aime to Cluses,Mountain,142.0,Dario Frigo,Italia
2002,2002-07-26,18,Cluses to Bourg-en-Bresse,Hilly,176.5,Thor Hushovd,Noruega
2002,2002-07-27,19,Régnié-Durette to Mâcon,Individual time-trial,50.0,Lance Armstrong,Estados Unidos
2002,2002-07-28,20,Melun to Paris (Champs-Élysées),Flat,144.0,Robbie McEwen,Australia
2003,2003-07-05,P,Paris,Individual time-trial,6.5,Bradley McGee,Australia
2003,2003-07-06,1,Saint-Denis to Meaux,Flat,168.0,Alessandro Petacchi,Italia
2003,2003-07-07,2,La Ferté-sous-Jouarre to Sedan,Flat,204.5,Baden Cooke,Australia
2003,2003-07-08,3,Charleville-Mézières to Saint-Dizier,Flat,167.5,Alessandro Petacchi,Italia
2003,2003-07-09,4,Joinville to Saint-Dizier,Team time-trial,69.0,U.S. Postal Service,Estados Unidos
2003,2003-07-10,5,Troyes to Nevers,Flat,196.5,Alessandro Petacchi,Italia
2003,2003-07-11,6,Nevers to Lyon,Flat,230.0,Alessandro Petacchi,Italia
2003,2003-07-12,7,Lyon to Morzine,Mountain,230.5,Richard Virenque,Francia
2003,2003-07-13,8,Sallanches to Alpe d'Huez,Mountain,219.0,Iban Mayo,España
2003,2003-07-14,9,Le Bourg-d'Oisans to Gap,Mountain,184.5,Alexander Vinokourov,Kazajistán
2003,2003-07-15,10,Gap to Marseille,Flat,219.5,Jakob Piil,Dinamarca
2003,2003-07-17,11,Narbonne to Toulouse,Flat,153.5,Juan Antonio Flecha,España
2003,2003-07-18,12,Gaillac to Cap Découverte,Individual time-trial,47.0,Jan Ullrich,Alemania
2003,2003-07-19,13,Toulouse to Ax 3 Domaines,Mountain,197.5,Carlos Sastre,España
2003,2003-07-20,14,Saint-Girons to Loudenvielle,Mountain,191.5,Gilberto Simoni,Italia
2003,2003-07-21,15,Bagnères-de-Bigorre to Luz Ardiden,Mountain,159.5,Lance Armstrong,Estados Unidos
2003,2003-07-23,16,Pau to Bayonne,Hilly,197.5,Tyler Hamilton,Estados Unidos
2003,2003-07-24,17,Dax to Bordeaux,Flat,181.0,Servais Knaven,Países Bajos
2003,2003-07-25,18,Bordeaux to Saint-Maixent-l'École,Flat,203.5,Pablo Lastras,España
2003,2003-07-26,19,Pornic to Nantes,Individual time-trial,49.0,David Millar,Reino Unido
2003,2003-07-27,20,Ville-d'Avray to Paris (Champs-Élysées),Flat,152.0,Jean-Patrick Nazon,Francia
2004,2004-07-03,P,Liège (Belgium),Individual time-trial,6.1,Fabian Cancellara,Suiza
2004,2004-07-04,1,Liège (Belgium) to Charleroi (Belgium),Flat,202.5,Jaan Kirsipuu,Estonia
2004,2004-07-05,2,Charleroi (Belgium) to Namur (Belgium),Flat,197.0,Robbie McEwen,Australia
2004,2004-07-06,3,Waterloo (Belgium) to Wasquehal,Flat,210.0,Jean-Patrick Nazon,Francia
2004,2004-07-07,4,Cambrai to Arras,Team time-trial,64.5,U.S. Postal Service,Estados Unidos
2004,2004-07-08,5,Amiens to Chartres,Flat,200.5,Stuart O'Grady,Australia
2004,2004-07-09,6,Bonneval to Angers,Flat,196.0,Tom Boonen,Bélgica
2004,2004-07-10,7,Châteaubriant to Saint-Brieuc,Flat,204.5,Filippo Pozzato,Italia
2004,2004-07-11,8,Lamballe to Quimper,Flat,168.0,Thor Hushovd,Noruega
2004,2004-07-13,9,Saint-Léonard-de-Noblat to Guéret,Flat,160.5,Robbie McEwen,Australia
2004,2004-07-14,10,Limoges to Saint-Flour,Hilly,237.0,Richard Virenque,Francia
2004,2004-07-15,11,Saint-Flour to Figeac,Hilly,164.0,David Moncoutié,Francia
2004,2004-07-16,12,Castelsarrasin to La Mongie,Mountain,197.5,Ivan Basso,Italia
2004,2004-07-17,13,Lannemezan to Plateau de Beille,Mountain,205.5,Lance Armstrong,Estados Unidos
2004,2004-07-18,14,Carcassonne to Nîmes,Flat,192.5,Aitor González,España
2004,2004-07-20,15,Valréas to Villard-de-Lans,Mountain,180.5,Lance Armstrong,Estados Unidos
2004,2004-07-21,16,Le Bourg-d'Oisans to Alpe d'Huez,Individual time-trial,15.5,Lance Armstrong,Estados Unidos
2004,2004-07-22,17,Le Bourg-d'Oisans to Le Grand-Bornand,Mountain,204.5,Lance Armstrong,Estados Unidos
2004,2004-07-23,18,Annemasse to Lons-le-Saunier,Hilly,166.5,Juan Miguel Mercado,España
2004,2004-07-24,19,Besançon to Besançon,Individual time-trial,55.0,Lance Armstrong,Estados Unidos
2004,2004-07-25,20,Montereau-Fault-Yonne to Paris (Champs-Élysées),Flat,163.0,Tom Boonen,Bélgica
2005,2005-07-02,1,Fromentine to Noirmoutier-en-l'Île,Individual time-trial,19.0,David Zabriskie,Estados Unidos
2005,2005-07-03,2,Challans to Les Essarts,Flat,181.5,Tom Boonen,Bélgica
2005,2005-07-04,3,La Châtaigneraie to Tours,Flat,212.5,Tom Boonen,Bélgica
2005,2005-07-05,4,Tours to Blois,Team time-trial,67.5,Discovery Channel,
2005,2005-07-06,5,Chambord to Montargis,Flat,183.0,Robbie McEwen,Australia
2005,2005-07-07,6,Troyes to Nancy,Flat,199.0,Lorenzo Bernucci,Italia
2005,2005-07-08,7,Lunéville to Karlsruhe (Germany),Flat,228.5,Robbie McEwen,Australia
2005,2005-07-09,8,Pforzheim (Germany) to Gérardmer,Hilly,231.5,Pieter Weening,Países Bajos
2005,2005-07-10,9,Gérardmer to Mulhouse,Hilly,171.0,Michael Rasmussen,Dinamarca
2005,2005-07-12,10,Grenoble to Courchevel,Mountain,177.0,Alejandro Valverde,España
2005,2005-07-13,11,Courchevel to Briançon,Mountain,173.0,Alexander Vinokourov,Kazajistán
2005,2005-07-14,12,Briançon to Digne-les-Bains,Hilly,187.0,David Moncoutié,Francia
2005,2005-07-15,13,Miramas to Montpellier,Flat,173.5,Robbie McEwen,Australia
2005,2005-07-16,14,Agde to Ax 3 Domaines,Mountain,220.5,Georg Totschnig,Austria
2005,2005-07-17,15,Lézat-sur-Lèze to Saint-Lary-Soulan Pla d'Adet,Mountain,205.5,George Hincapie,Estados Unidos
2005,2005-07-19,16,Mourenx to Pau,Mountain,180.5,Óscar Pereiro,España
2005,2005-07-20,17,Pau to Revel,Flat,239.5,Paolo Savoldelli,Italia
2005,2005-07-21,18,Albi to Mende,Hilly,189.0,Marcos Antonio Serrano,España
2005,2005-07-22,19,Issoire to Le Puy-en-Velay,Hilly,153.5,Giuseppe Guerini,Italia
2005,2005-07-23,20,Saint-Étienne to Saint-Étienne,Individual time-trial,55.5,Lance Armstrong,Estados Unidos
2005,2005-07-24,21,Corbeil-Essonnes to Paris (Champs-Élysées),Flat,144.5,Alexander Vinokourov,Kazajistán
2006,2006-07-01,P,Strasbourg,Individual time-trial,7.1,Thor Hushovd,Noruega
2006,2006-07-02,1,Strasbourg,Flat,184.5,Jimmy Casper,Francia
2006,2006-07-03,2,Obernai to Esch-sur-Alzette (Luxembourg),Flat,228.5,Robbie McEwen,Australia
2006,2006-07-04,3,Esch-sur-Alzette (Luxembourg) to Valkenburg (Netherlands),Hilly,216.5,Matthias Kessler,Alemania
2006,2006-07-05,4,Huy (Belgium) to Saint-Quentin,Flat,207.0,Robbie McEwen,Australia
2006,2006-07-06,5,Beauvais to Caen,Flat,225.0,Óscar Freire,España
2006,2006-07-07,6,Lisieux to Vitré,Flat,189.0,Robbie McEwen,Australia
2006,2006-07-08,7,Saint Grégoire to Rennes,Individual time-trial,52.0,Serhiy Honchar,Ucrania
2006,2006-07-09,8,Saint-Méen-le-Grand to Lorient,Flat,181.0,Sylvain Calzati,Francia
2006,2006-07-11,9,Bordeaux to Dax,Flat,169.5,Óscar Freire,España
2006,2006-07-12,10,Cambo-les-Bains to Pau,Mountain,190.5,Juan Miguel Mercado,España
2006,2006-07-13,11,Tarbes to Val d'Aran/Pla-de-Beret,Mountain,206.5,Denis Menchov,Rusia
2006,2006-07-14,12,Luchon to Carcassonne,Hilly,211.5,Yaroslav Popovych,Ucrania
2006,2006-07-15,13,Béziers to Montélimar,Flat,230.0,Jens Voigt,Alemania
2006,2006-07-16,14,Montélimar to Gap,Hilly,180.5,Pierrick Fédrigo,Francia
2006,2006-07-18,15,Gap to Alpe d'Huez,Mountain,187.0,Fränk Schleck,Luxemburgo
2006,2006-07-19,16,Le Bourg-d'Oisans to La Toussuire,Mountain,182.0,Michael Rasmussen,Dinamarca
2006,2006-07-20,17,Saint-Jean-de-Maurienne to Morzine,Mountain,200.5,Carlos Sastre,España
2006,2006-07-21,18,Morzine to Mâcon,Flat,197.0,Matteo Tosatto,Italia
2006,2006-07-22,19,Le Creusot to Montceau-les-Mines,Individual time-trial,57.0,Serhiy Honchar,Ucrania
2006,2006-07-23,20,Antony/Parc de Sceaux to Paris (Champs-Élysées),Flat,154.5,Thor Hushovd,Noruega
2007,2007-07-07,P,London (United Kingdom),Individual time-trial,7.9,Fabian Cancellara,Suiza
2007,2007-07-08,1,London (United Kingdom) to Canterbury (United Kingdom),Flat,203.0,Robbie McEwen,Australia
2007,2007-07-09,2,Dunkirk to Ghent (Belgium),Flat,168.5,Gert Steegmans,Bélgica
2007,2007-07-10,3,Waregem (Belgium) – Compiègne,Flat,236.5,Fabian Cancellara,Suiza
2007,2007-07-11,4,Villers-Cotterêts to Joigny,Flat,193.0,Thor Hushovd,Noruega
2007,2007-07-12,5,Chablis to Autun,Flat,182.5,Filippo Pozzato,Italia
2007,2007-07-13,6,Semur-en-Auxois to Bourg-en-Bresse,Flat,199.5,Tom Boonen,Bélgica
2007,2007-07-14,7,Bourg-en-Bresse to Le Grand-Bornand,Mountain,197.5,Linus Gerdemann,Alemania
2007,2007-07-15,8,Le Grand-Bornand to Tignes,Mountain,165.0,Michael Rasmussen,Dinamarca
2007,2007-07-17,9,Val-d'Isère to Briançon,Mountain,159.5,Mauricio Soler,Colombia
2007,2007-07-18,10,Tallard to Marseille,Flat,229.5,Cédric Vasseur,Francia
2007,2007-07-19,11,Marseille to Montpellier,Flat,182.5,Robert Hunter,Sudáfrica
2007,2007-07-20,12,Montpellier to Castres,Flat,178.5,Tom Boonen,Bélgica
2007,2007-07-21,13,Albi,Individual time-trial,54.0,Cadel Evans,Australia
2007,2007-07-22,14,Mazamet to Plateau-de-Beille,Mountain,197.0,Alberto Contador,España
2007,2007-07-23,15,Foix to Loudenvielle,Mountain,196.0,Kim Kirchen,Luxemburgo
2007,2007-07-25,16,Orthez to Gourette–Col d'Aubisque,Mountain,218.5,Michael Rasmussen,Dinamarca
2007,2007-07-26,17,Pau to Castelsarrasin,Flat,188.5,Daniele Bennati,Italia
2007,2007-07-27,18,Cahors to Angoulême,Flat,211.0,Sandy Casar,Francia
2007,2007-07-28,19,Cognac to Angoulême,Individual time-trial,55.5,Levi Leipheimer,Estados Unidos
2007,2007-07-29,20,Marcoussis to Paris (Champs-Élysées),Flat,146.0,Daniele Bennati,Italia
2008,2008-07-05,1,Brest to Plumelec,Flat,197.5,Alejandro Valverde,España
2008,2008-07-06,2,Auray to Saint-Brieuc,Flat,164.5,Thor Hushovd,Noruega
2008,2008-07-07,3,Saint-Malo to Nantes,Flat,208.0,Samuel Dumoulin,Francia
2008,2008-07-08,4,Cholet to Cholet,Individual time-trial,29.5,Kim Kirchen,Luxemburgo
2008,2008-07-09,5,Cholet to Châteauroux,Flat,232.0,Mark Cavendish,Reino Unido
2008,2008-07-10,6,Aigurande to Super-Besse Sancy,Hilly,195.5,Alejandro Valverde,España
2008,2008-07-11,7,Brioude to Aurillac,Hilly,159.0,Luis León Sánchez,España
2008,2008-07-12,8,Figeac to Toulouse,Flat,172.5,Mark Cavendish,Reino Unido
2008,2008-07-13,9,Toulouse to Bagnères-de-Bigorre,Mountain,224.0,Vladimir Efimkin,Rusia
2008,2008-07-14,10,Pau to Hautacam,Mountain,156.0,Juan José Cobo,España
2008,2008-07-16,11,Lannemezan to Foix,Hilly,167.5,Kurt Asle Arvesen,Noruega
2008,2008-07-17,12,Lavelanet to Narbonne,Flat,168.5,Mark Cavendish,Reino Unido
2008,2008-07-18,13,Narbonne to Nîmes,Flat,182.0,Mark Cavendish,Reino Unido
2008,2008-07-19,14,Nîmes to Digne-les-Bains,Flat,194.5,Óscar Freire,España
2008,2008-07-20,15,Embrun[a] to Prato Nevoso (Italy),Mountain,183.0,Simon Gerrans,Australia
2008,2008-07-22,16,Cuneo (Italy) to Jausiers,Mountain,157.0,Cyril Dessel,Francia
2008,2008-07-23,17,Embrun to Alpe d'Huez,Mountain,210.5,Carlos Sastre,España
2008,2008-07-24,18,Bourg-d'Oisans to Saint-Étienne,Hilly,196.5,Marcus Burghardt,Alemania
2008,2008-07-25,19,Roanne to Montluçon,Flat,165.5,Sylvain Chavanel,Francia
2008,2008-07-26,20,Cérilly to Saint-Amand-Montrond,Individual time-trial,53.0,Fabian Cancellara,Suiza
2008,2008-07-27,21,Étampes to Paris (Champs-Élysées),Flat,143.0,Gert Steegmans,Bélgica
2009,2009-07-04,1,Monaco,Individual time-trial,15.5,Fabian Cancellara,Suiza
2009,2009-07-05,2,Monaco to Brignoles,Flat,187.0,Mark Cavendish,Reino Unido
2009,2009-07-06,3,Marseille to La Grande-Motte,Flat,196.5,Mark Cavendish,Reino Unido
2009,2009-07-07,4,Montpellier,Team time-trial,39.0,Astana,
2009,2009-07-08,5,Cap d'Agde to Perpignan,Flat,196.5,Thomas Voeckler,Francia
2009,2009-07-09,6,Girona (Spain) to Barcelona (Spain),Flat,181.5,Thor Hushovd,Noruega
2009,2009-07-10,7,Barcelona to Andorra-Arcalis (Andorra),Mountain,224.0,Brice Feillu,Francia
2009,2009-07-11,8,Andorra la Vella to Saint-Girons,Mountain,176.5,Luis León Sánchez,España
2009,2009-07-12,9,Saint-Gaudens to Tarbes,Mountain,160.5,Pierrick Fédrigo,Francia
2009,2009-07-14,10,Limoges to Issoudun,Flat,194.5,Mark Cavendish,Reino Unido
2009,2009-07-15,11,Vatan to Saint-Fargeau,Flat,192.0,Mark Cavendish,Reino Unido
2009,2009-07-16,12,Tonnerre to Vittel,Flat,211.5,Nicki Sørensen,Dinamarca
2009,2009-07-17,13,Vittel to Colmar,Hilly,200.0,Heinrich Haussler,Alemania
2009,2009-07-18,14,Colmar to Besançon,Flat,199.0,Sergei Ivanov,Rusia
2009,2009-07-19,15,Pontarlier to Verbier (Switzerland),Mountain,207.5,Alberto Contador,España
2009,2009-07-21,16,Martigny (Switzerland) to Bourg-Saint-Maurice,Mountain,159.0,Sandy Casar,Francia
2009,2009-07-22,17,Bourg-Saint-Maurice to Le Grand-Bornand,Mountain,169.5,Fränk Schleck,Luxemburgo
2009,2009-07-23,18,Annecy,Individual time-trial,40.5,Alberto Contador,España
2009,2009-07-24,19,Bourgoin-Jallieu to Aubenas,Flat,178.0,Mark Cavendish,Reino Unido
2009,2009-07-25,20,Montélimar to Mont Ventoux,Mountain,167.0,Juan Manuel Gárate,España
2009,2009-07-26,21,Montereau-Fault-Yonne to Paris (Champs-Élysées),Flat,164.0,Mark Cavendish,Reino Unido
2010,2010-07-03,P,Rotterdam (Netherlands),Individual time-trial,8.9,Fabian Cancellara,Suiza
2010,2010-07-04,1,Rotterdam to Brussels (Belgium),Flat,223.5,Alessandro Petacchi,Italia
2010,2010-07-05,2,Brussels to Spa (Belgium),Flat,201.0,Sylvain Chavanel,Francia
2010,2010-07-06,3,Wanze (Belgium) to Arenberg Porte du Hainaut,Cobblestones,213.0,Thor Hushovd,Noruega
2010,2010-07-07,4,Cambrai to Reims,Flat,153.5,Alessandro Petacchi,Italia
2010,2010-07-08,5,Épernay to Montargis,Flat,187.5,Mark Cavendish,Reino Unido
2010,2010-07-09,6,Montargis to Gueugnon,Flat,227.5,Mark Cavendish,Reino Unido
2010,2010-07-10,7,Tournus to Station des Rousses,Hilly,165.5,Sylvain Chavanel,Francia
2010,2010-07-11,8,Station des Rousses to Morzine-Avoriaz,Mountain,189.0,Andy Schleck,Luxemburgo
2010,2010-07-13,9,Morzine-Avoriaz to Saint-Jean-de-Maurienne,Mountain,204.5,Sandy Casar,Francia
2010,2010-07-14,10,Chambéry to Gap,Hilly,179.0,Sérgio Paulinho,Portugal
2010,2010-07-15,11,Sisteron to Bourg-lès-Valence,Flat,184.5,Mark Cavendish,Reino Unido
2010,2010-07-16,12,Bourg-de-Péage to Mende,Hilly,210.5,Joaquim Rodríguez,España
2010,2010-07-17,13,Rodez to Revel,Flat,196.0,Alexander Vinokourov,Kazajistán
2010,2010-07-18,14,Revel to Ax 3 Domaines,Mountain,184.5,Christophe Riblon,Francia
2010,2010-07-19,15,Pamiers to Bagnères-de-Luchon,Mountain,187.5,Thomas Voeckler,Francia
2010,2010-07-20,16,Bagnères-de-Luchon to Pau,Mountain,199.5,Pierrick Fédrigo,Francia
2010,2010-07-22,17,Pau to Col du Tourmalet,Mountain,174.0,Andy Schleck,Luxemburgo
2010,2010-07-23,18,Salies-de-Béarn to Bordeaux,Flat,198.0,Mark Cavendish,Reino Unido
2010,2010-07-24,19,Bordeaux to Pauillac,Individual time-trial,52.0,Fabian Cancellara,Suiza
2010,2010-07-25,20,Longjumeau to Paris (Champs-Élysées),Flat,102.5,Mark Cavendish,Reino Unido
2011,2011-07-02,1,Passage du Gois to Mont des Alouettes,Flat,191.5,Philippe Gilbert,Bélgica
2011,2011-07-03,2,Les Essarts,Team time-trial,23.0,Garmin–Cervélo,
2011,2011-07-04,3,Olonne-sur-Mer to Redon,Flat,198.0,Tyler Farrar,Estados Unidos
2011,2011-07-05,4,Lorient to Mûr-de-Bretagne,Flat,172.5,Cadel Evans,Australia
2011,2011-07-06,5,Carhaix to Cap Fréhel,Flat,164.5,Mark Cavendish,Reino Unido
2011,2011-07-07,6,Dinan to Lisieux,Flat,226.5,Edvald Boasson Hagen,Noruega
2011,2011-07-08,7,Le Mans to Châteauroux,Flat,218.0,Mark Cavendish,Reino Unido
2011,2011-07-09,8,Aigurande to Super Besse,Hilly,189.0,Rui Costa,Portugal
2011,2011-07-10,9,Issoire to Saint-Flour,Hilly,208.0,Luis León Sánchez,España
2011,2011-07-12,10,Aurillac to Carmaux,Flat,158.0,André Greipel,Alemania
2011,2011-07-13,11,Blaye-les-Mines to Lavaur,Flat,167.5,Mark Cavendish,Reino Unido
2011,2011-07-14,12,Cugnaux to Luz Ardiden,Mountain,211.0,Samuel Sánchez,España
2011,2011-07-15,13,Pau to Lourdes,Mountain,152.5,Thor Hushovd,Noruega
2011,2011-07-16,14,Saint-Gaudens to Plateau de Beille,Mountain,168.5,Jelle Vanendert,Bélgica
2011,2011-07-17,15,Limoux to Montpellier,Flat,192.5,Mark Cavendish,Reino Unido
2011,2011-07-19,16,Saint-Paul-Trois-Châteaux to Gap,Hilly,162.5,Thor Hushovd,Noruega
2011,2011-07-20,17,Gap to Pinerolo (Italy),Mountain,179.0,Edvald Boasson Hagen,Noruega
2011,2011-07-21,18,Pinerolo (Italy) to Col du Galibier,Mountain,200.5,Andy Schleck,Luxemburgo
2011,2011-07-22,19,Modane to Alpe d'Huez,Mountain,109.5,Pierre Rolland,Francia
2011,2011-07-23,20,Grenoble,Individual time-trial,42.5,Tony Martin,Alemania
2011,2011-07-24,21,Créteil to Paris (Champs-Élysées),Flat,95.0,Mark Cavendish,Reino Unido
2012,2012-06-30,P,Liège (Belgium),Individual time-trial,6.4,Fabian Cancellara,Suiza
2012,2012-07-01,1,Liège (Belgium) to Seraing (Belgium),Flat,198.0,Peter Sagan,Eslovaquia
2012,2012-07-02,2,Visé (Belgium) to Tournai (Belgium),Flat,207.5,Mark Cavendish,Reino Unido
2012,2012-07-03,3,Orchies to Boulogne-sur-Mer,Hilly,197.0,Peter Sagan,Eslovaquia
2012,2012-07-04,4,Abbeville to Rouen,Flat,214.5,André Greipel,Alemania
2012,2012-07-05,5,Rouen to Saint-Quentin,Flat,196.5,André Greipel,Alemania
2012,2012-07-06,6,Épernay to Metz,Flat,205.0,Peter Sagan,Eslovaquia
2012,2012-07-07,7,Tomblaine to La Planche des Belles Filles,Hilly,199.0,Chris Froome,Reino Unido
2012,2012-07-08,8,Belfort to Porrentruy (Switzerland),Hilly,157.5,Thibaut Pinot,Francia
2012,2012-07-09,9,Arc-et-Senans to Besançon,Individual time-trial,41.5,Bradley Wiggins,Reino Unido
2012,2012-07-11,10,Mâcon to Bellegarde-sur-Valserine,Mountain,194.5,Thomas Voeckler,Francia
2012,2012-07-12,11,Albertville to La Toussuire-Les Sybelles,Mountain,148.0,Pierre Rolland,Francia
2012,2012-07-13,12,Saint-Jean-de-Maurienne to Annonay-Davézieux,Hilly,226.0,David Millar,Reino Unido
