year,rank,rider_name,country,team,rider_total_time
2022,86,Matej Mohorič,Eslovenia,Team Bahrain Victorious,300377.0
2022,87,Marco Haller,Austria,Bora–Hansgrohe,300385.0
2022,88,Olivier Le Gac,Francia,Groupama–FDJ,300565.0
2022,89,Alexis Gougeard,Francia,B&B Hotels–KTM,300695.0
2022,90,Owain Doull,Reino Unido,EF Education–EasyPost,300699.0
2022,91,Benoît Cosnefroy,Francia,AG2R Citroën Team,300711.0
2022,92,Jasper Philipsen,Bélgica,Alpecin–Deceuninck,300750.0
2022,93,Sven Erik Bystrøm,Noruega,Intermarché–Wanty–Gobert Matériaux,300759.0
2022,94,Jonas Rutsch,Alemania,EF Education–EasyPost,300761.0
2022,95,Filippo Ganna,Italia,Ineos Grenadiers,301011.0
2022,96,Mattia Cattaneo,Italia,Quick-Step Alpha Vinyl Team,301032.0
2022,97,Aleksandr Riabushenko,Rusia,Astana Qazaqstan Team,301060.0
2022,98,Andrea Bagioli,Italia,Quick-Step Alpha Vinyl Team,301400.0
2022,99,Mads Pedersen,Dinamarca,Trek–Segafredo,301510.0
2022,100,Alberto Dainese,Italia,Team DSM,301654.0
2022,101,Luka Mezgec,Eslovenia,Team BikeExchange–Jayco,301773.0
2022,102,Alexander Kristoff,Noruega,Intermarché–Wanty–Gobert Matériaux,301834.0
2022,103,Luca Mozzato,Italia,B&B Hotels–KTM,301934.0
2022,104,Alexander Krieger,Alemania,Alpecin–Deceuninck,301982.0
2022,105,John Degenkolb,Alemania,Team DSM,302185.0
2022,106,Luke Rowe,Reino Unido,Ineos Grenadiers,302400.0
2022,107,Florian Sénéchal,Francia,Quick-Step Alpha Vinyl Team,302494.0
2022,108,Florian Vermeersch,Bélgica,Lotto–Soudal,302533.0
2022,109,Danny van Poppel,Países Bajos,Bora–Hansgrohe,302628.0
2022,110,Edward Planckaert,Bélgica,Alpecin–Deceuninck,302824.0
2022,111,Adrien Petit,Francia,Intermarché–Wanty–Gobert Matériaux,302905.0
2022,112,Mikkel Frølich Honoré,Dinamarca,Quick-Step Alpha Vinyl Team,303015.0
2022,113,Cyril Lemoine,Francia,B&B Hotels–KTM,303049.0
2022,114,Dmitriy Gruzdev,Kazajistán,Astana Qazaqstan Team,303056.0
2022,115,Maciej Bodnar,Polonia,Team TotalEnergies,303172.0
2022,116,Peter Sagan,Eslovaquia,Team TotalEnergies,303188.0
2022,117,Dylan Groenewegen,Países Bajos,Team BikeExchange–Jayco,303255.0
2022,118,Kamil Gradek,Polonia,Team Bahrain Victorious,303366.0
2022,119,Nils Eekhoff,Países Bajos,Team DSM,303366.0
2022,120,Yves Lampaert,Bélgica,Quick-Step Alpha Vinyl Team,303574.0
2022,121,Brent Van Moer,Bélgica,Lotto–Soudal,303747.0
2022,122,Jack Bauer,Nueva Zelanda,Team BikeExchange–Jayco,303865.0
2022,123,Guillaume Van Keirsbulck,Bélgica,Alpecin–Deceuninck,304052.0
2022,124,Mikkel Bjerg,Dinamarca,UAE Team Emirates,304413.0
2022,125,Taco van der Hoorn,Países Bajos,Intermarché–Wanty–Gobert Matériaux,304554.0
2022,126,Jérémy Lecroq,Francia,B&B Hotels–KTM,305229.0
2022,127,Marc Hirschi,Suiza,UAE Team Emirates,305309.0
2022,128,Christopher Juul-Jensen,Dinamarca,Team BikeExchange–Jayco,305326.0
2022,129,Anthony Turgis,Francia,Team TotalEnergies,305617.0
2022,130,Fabio Jakobsen,Países Bajos,Quick-Step Alpha Vinyl Team,305818.0
2022,131,Frederik Frison,Bélgica,Lotto–Soudal,306219.0
2022,132,Reinardt Janse van Rensburg,Sudáfrica,Lotto–Soudal,306285.0
2022,133,Amund Grøndahl Jansen,Noruega,Team BikeExchange–Jayco,306287.0
2022,134,Albert Torres,España,Movistar Team,306593.0
2022,135,Caleb Ewan,Australia,Lotto–Soudal,306842.0
2023,1,Jonas Vingegaard,Dinamarca,Jumbo-Visma,295542.0
2023,2,Tadej Pogačar,Eslovenia,UAE Team Emirates,295991.0
2023,3,Adam Yates,Reino Unido,UAE Team Emirates,296198.0
2023,4,Simon Yates,Reino Unido,Team Jayco AlUla,296285.0
2023,5,Carlos Rodríguez,España,INEOS Grenadiers,296339.0
2023,6,Pello Bilbao,España,Bahrain - Victorious,296349.0
2023,7,Jai Hindley,Australia,BORA - hansgrohe,296426.0
2023,8,Felix Gall,Austria,AG2R Citroën Team,296511.0
2023,9,David Gaudu,Francia,Groupama - FDJ,296930.0
2023,10,Guillaume Martin,Francia,Cofidis,297132.0
2023,11,Thibaut Pinot,Francia,Groupama - FDJ,297225.0
2023,12,Sepp Kuss,Estados Unidos,Jumbo-Visma,297794.0
2023,13,Tom Pidcock,Reino Unido,INEOS Grenadiers,298414.0
2023,14,Rafał Majka,Polonia,UAE Team Emirates,298911.0
2023,15,Jonathan Castroviejo,España,INEOS Grenadiers,298939.0
2023,16,Chris Harper,Australia,Team Jayco AlUla,298991.0
2023,17,Ben O'Connor,Australia,AG2R Citroën Team,299441.0
2023,18,Wilco Kelderman,Países Bajos,Jumbo-Visma,299548.0
2023,19,Mikel Landa,España,Bahrain - Victorious,299903.0
2023,20,Valentin Madouas,Francia,Groupama - FDJ,299992.0
2023,21,Emanuel Buchmann,Alemania,BORA - hansgrohe,300086.0
2023,22,Warren Barguil,Francia,Team Arkéa Samsic,300168.0
2023,23,Felix Großschartner,Austria,UAE Team Emirates,301863.0
2023,24,Tiesj Benoot,Bélgica,Jumbo-Visma,301957.0
2023,25,Clément Berthet,Francia,AG2R Citroën Team,302161.0
2023,26,Bob Jungels,Luxemburgo,BORA - hansgrohe,302668.0
2023,27,Wout Poels,Países Bajos,Bahrain - Victorious,303086.0
2023,28,Jack Haig,Australia,Bahrain - Victorious,303374.0
2023,29,Mattias Skjelmose,Dinamarca,Lidl - Trek,303669.0
2023,30,Tobias Halland Johannessen,Noruega,Uno-X Pro Cycling Team,303675.0
2023,31,Mathieu Burgaudeau,Francia,TotalEnergies,304015.0
2023,32,Giulio Ciccone,Italia,Lidl - Trek,304211.0
2023,33,Julian Alaphilippe,Francia,Soudal Quick-Step,304285.0
2023,34,Harold Tejada,Colombia,Astana Qazaqstan Team,304408.0
2023,35,Dylan Teuns,Bélgica,Israel - Premier Tech,304810.0
2023,36,Egan Bernal,Colombia,INEOS Grenadiers,305038.0
2023,37,Gorka Izagirre,España,Movistar Team,305075.0
2023,38,Hugo Houle,Canadá,Israel - Premier Tech,305267.0
2023,39,Nick Schultz,Australia,Israel - Premier Tech,305354.0
2023,40,Alexey Lutsenko,Kazajistán,Astana Qazaqstan Team,305355.0
2023,41,Kevin Geniets,Luxemburgo,Groupama - FDJ,305396.0
2023,42,Dylan van Baarle,Países Bajos,Jumbo-Visma,305507.0
2023,43,Jonas Gregaard,Dinamarca,Uno-X Pro Cycling Team,305569.0
2023,44,Gregor Mühlberger,Austria,Movistar Team,305704.0
2023,45,Ion Izagirre,España,Cofidis,305751.0
2023,46,Chris Hamilton,Australia,Team dsm - firmenich,305802.0
2023,47,Georg Zimmermann,Alemania,Intermarché - Circus - Wanty,305987.0
2023,48,Michael Woods,Canadá,Israel - Premier Tech,306029.0
2023,49,Michał Kwiatkowski,Polonia,INEOS Grenadiers,306110.0
2023,50,Krists Neilands,Letonia,Israel - Premier Tech,306123.0
2023,51,Clément Champoussin,Francia,Team Arkéa Samsic,306229.0
2023,52,Alex Aranburu,España,Movistar Team,306521.0
2023,53,Nelson Oliveira,Portugal,Movistar Team,306848.0
2023,54,Stefan Küng,Suiza,Groupama - FDJ,306851.0
2023,55,Aurélien Paret-Peintre,Francia,AG2R Citroën Team,306913.0
2023,56,Marc Soler,España,UAE Team Emirates,306938.0
2023,57,Mathieu van der Poel,Países Bajos,Alpecin - Deceuninck,307026.0
2023,58,Matthew Dinham,Australia,Team dsm - firmenich,307154.0
2023,59,Maxim Van Gils,Bélgica,Lotto Dstny,307411.0
2023,60,Omar Fraile,España,INEOS Grenadiers,307486.0
2023,61,Kevin Vermaerke,Estados Unidos,Team dsm - firmenich,307802.0
2023,62,Nils Politt,Alemania,BORA - hansgrohe,308069.0
2023,63,Quentin Pacher,Francia,Groupama - FDJ,308365.0
2023,64,Victor Campenaerts,Bélgica,Lotto Dstny,308440.0
2023,65,Matis Louvel,Francia,Team Arkéa Samsic,308511.0
2023,66,Neilson Powless,Estados Unidos,EF Education - EasyPost,308592.0
2023,67,Rui Costa,Portugal,Intermarché - Circus - Wanty,308619.0
2023,68,Anthony Delaplace,Francia,Team Arkéa Samsic,308839.0
2023,69,Simon Guglielmi,Francia,Team Arkéa Samsic,308850.0
2023,70,Lars van den Berg,Países Bajos,Groupama - FDJ,309105.0
2023,71,Rigoberto Urán,Colombia,EF Education - EasyPost,309357.0
2023,72,Matej Mohorič,Eslovenia,Bahrain - Victorious,309407.0
2023,73,Nans Peters,Francia,AG2R Citroën Team,309528.0
2023,74,Juan Pedro López,España,Lidl - Trek,309621.0
2023,75,Pierre Latour,Francia,TotalEnergies,309667.0
2023,76,Oliver Naesen,Bélgica,AG2R Citroën Team,309747.0
2023,77,Lilian Calmejane,Francia,Intermarché - Circus - Wanty,310045.0
2023,78,Marco Haller,Austria,BORA - hansgrohe,310099.0
2023,79,Jasper Stuyven,Bélgica,Lidl - Trek,310146.0
2023,80,Christophe Laporte,Francia,Jumbo-Visma,310289.0
2023,81,Stan Dewulf,Bélgica,AG2R Citroën Team,310404.0
2023,82,Patrick Konrad,Austria,BORA - hansgrohe,310405.0
2023,83,Alberto Bettiol,Italia,EF Education - EasyPost,310480.0
2023,84,Lawson Craddock,Estados Unidos,Team Jayco AlUla,310693.0
2023,85,Jonas Abrahamsen,Noruega,Uno-X Pro Cycling Team,310754.0
2023,86,Tony Gallopin,Francia,Lidl - Trek,310831.0
2023,87,Kasper Asgreen,Dinamarca,Soudal Quick-Step,310851.0
2023,88,Daniel Oss,Italia,TotalEnergies,310921.0
2023,89,Valentin Ferron,Francia,TotalEnergies,311097.0
2023,90,Corbin Strong,Nueva Zelanda,Israel - Premier Tech,311223.0
2023,91,Pascal Eenkhoorn,Países Bajos,Lotto Dstny,311257.0
2023,92,Fred Wright,Reino Unido,Bahrain - Victorious,311313.0
2023,93,Nathan Van Hooydonck,Bélgica,Jumbo-Visma,311386.0
2023,94,Anthony Turgis,Francia,TotalEnergies,311404.0
2023,95,Torstein Træen,Noruega,Uno-X Pro Cycling Team,311529.0
2023,96,Magnus Cort,Dinamarca,EF Education - EasyPost,311877.0
2023,97,Jasper Philipsen,Bélgica,Alpecin - Deceuninck,311908.0
2023,98,Bryan Coquard,Francia,Cofidis,311937.0
2023,99,Anthon Charmig,Dinamarca,Uno-X Pro Cycling Team,312033.0
2023,100,Edvald Boasson Hagen,Noruega,TotalEnergies,312220.0
2023,101,Benoît Cosnefroy,Francia,AG2R Citroën Team,312304.0
2023,102,Vegard Stake Laengen,Noruega,UAE Team Emirates,312365.0
2023,103,Mike Teunissen,Países Bajos,Intermarché - Circus - Wanty,312437.0
2023,104,Yves Lampaert,Bélgica,Soudal Quick-Step,312498.0
2023,105,Mads Pedersen,Dinamarca,Lidl - Trek,312572.0
2023,106,Rémi Cavagna,Francia,Soudal Quick-Step,312583.0
2023,107,Matteo Trentin,Italia,UAE Team Emirates,312616.0
2023,108,Rasmus Tiller,Noruega,Uno-X Pro Cycling Team,312740.0
2023,109,Simon Clarke,Australia,Israel - Premier Tech,312975.0
2023,110,Andrey Amador,Costa Rica,EF Education - EasyPost,313189.0
2023,111,Dion Smith,Nueva Zelanda,Intermarché - Circus - Wanty,313195.0
2023,112,Luka Mezgec,Eslovenia,Team Jayco AlUla,313334.0
2023,113,Quinten Hermans,Bélgica,Alpecin - Deceuninck,313464.0
2023,114,Jonas Rickaert,Bélgica,Alpecin - Deceuninck,313565.0
2023,115,Alex Kirsch,Luxemburgo,Lidl - Trek,313597.0
2023,116,Danny van Poppel,Países Bajos,BORA - hansgrohe,313636.0
2023,117,Christopher Juul-Jensen,Dinamarca,Team Jayco AlUla,313827.0
2023,118,Tim Declercq,Bélgica,Soudal Quick-Step,313860.0
2023,119,Dries Devenyns,Bélgica,Soudal Quick-Step,313939.0
2023,120,Florian Vermeersch,Bélgica,Lotto Dstny,313940.0
2023,121,Nikias Arndt,Alemania,Bahrain - Victorious,314029.0
2023,122,Søren Kragh Andersen,Dinamarca,Alpecin - Deceuninck,314060.0
2023,123,Mikkel Bjerg,Dinamarca,UAE Team Emirates,314084.0
2023,124,Laurent Pichon,Francia,Team Arkéa Samsic,314146.0
2023,125,Biniam Girmay,Eritrea,Intermarché - Circus - Wanty,314162.0
2023,126,Guillaume Boivin,Canadá,Israel - Premier Tech,314203.0
2023,127,Peter Sagan,Eslovaquia,TotalEnergies,314399.0
2023,128,Jenthe Biermans,Bélgica,Team Arkéa Samsic,314406.0
2023,129,Silvan Dillier,Suiza,Alpecin - Deceuninck,314448.0
2023,130,Luke Durbridge,Australia,Team Jayco AlUla,314520.0
2023,131,Olivier Le Gac,Francia,Groupama - FDJ,314571.0
2023,132,Luca Mozzato,Italia,Team Arkéa Samsic,314584.0
2023,133,Michael Gogl,Austria,Alpecin - Deceuninck,314726.0
2023,134,Alexander Kristoff,Noruega,Uno-X Pro Cycling Team,314973.0
2023,135,Gianni Moscon,Italia,Astana Qazaqstan Team,314981.0
2023,136,Jasper de Buyst,Bélgica,Lotto Dstny,315166.0
2023,137,Dylan Groenewegen,Países Bajos,Team Jayco AlUla,315183.0
2023,138,Nils Eekhoff,Países Bajos,Team dsm - firmenich,315540.0
2023,139,Jordi Meeus,Bélgica,BORA - hansgrohe,315573.0
2023,140,Søren Wærenskjold,Noruega,Uno-X Pro Cycling Team,315574.0
2023,141,Elmar Reinders,Países Bajos,Team Jayco AlUla,315659.0
2023,142,Axel Zingle,Francia,Cofidis,315905.0
2023,143,Adrien Petit,Francia,Intermarché - Circus - Wanty,316058.0
2023,144,Sam Welsford,Australia,Team dsm - firmenich,316082.0
2023,145,John Degenkolb,Alemania,Team dsm - firmenich,316191.0
2023,146,Alex Edmondson,Australia,Team dsm - firmenich,316221.0
2023,147,Frederik Frison,Bélgica,Lotto Dstny,316862.0
2023,148,Yevgeniy Fedorov,Kazajistán,Astana Qazaqstan Team,316939.0
2023,149,Cees Bol,Países Bajos,Astana Qazaqstan Team,317006.0
2023,150,Michael Mørkøv,Dinamarca,Soudal Quick-Step,317573.0
2024,1,Tadej Pogačar,Eslovenia,UAE Team Emirates,301136.0
2024,2,Jonas Vingegaard,Dinamarca,Team Visma | Lease a Bike,301513.0
2024,3,Remco Evenepoel,Bélgica,Soudal Quick-Step,301694.0
2024,4,João Almeida,Portugal,UAE Team Emirates,302279.0
2024,5,Mikel Landa,España,Soudal Quick-Step,302342.0
2024,6,Adam Yates,Reino Unido,UAE Team Emirates,302583.0
2024,7,Carlos Rodríguez,España,INEOS Grenadiers,302640.0
2024,8,Matteo Jorgenson,Estados Unidos,Team Visma | Lease a Bike,302730.0
2024,9,Derek Gee,Canadá,Israel - Premier Tech,302777.0
2024,10,Santiago Buitrago,Colombia,Bahrain - Victorious,302879.0
2024,11,Giulio Ciccone,Italia,Lidl - Trek,302978.0
2024,12,Simon Yates,Reino Unido,Team Jayco AlUla,303480.0
2024,13,Guillaume Martin,Francia,Cofidis,303765.0
2024,14,Felix Gall,Francia,Decathlon AG2R La Mondiale Team,303908.0
2024,15,Laurens De Plus,Bélgica,INEOS Grenadiers,303920.0
2024,16,Steff Cras,Bélgica,TotalEnergies,304094.0
2024,17,Richard Carapaz,Ecuador,EF Education - EasyPost,304100.0
2024,18,Jai Hindley,Australia,Red Bull - BORA - hansgrohe,304560.0
2024,19,Enric Mas,España,Movistar Team,305401.0
2024,20,Louis Meintjes,Sudáfrica,Intermarché - Wanty,305446.0
2024,21,Wilco Kelderman,Países Bajos,Team Visma | Lease a Bike,306127.0
2024,22,Julien Bernard,Francia,Lidl - Trek,306971.0
2024,23,Javier Romo,España,Movistar Team,307282.0
2024,24,Carlos Verona,España,Lidl - Trek,307569.0
2024,25,Valentin Madouas,Francia,Groupama - FDJ,307855.0
2024,26,Ilan Van Wilder,Bélgica,Soudal Quick-Step,308006.0
2024,27,Ben Healy,Irlanda,EF Education - EasyPost,308108.0
2024,28,Jordan Jegat,Francia,TotalEnergies,308492.0
2024,29,Egan Bernal,Colombia,INEOS Grenadiers,308566.0
2024,30,Romain Bardet,Francia,Team dsm-firmenich PostNL,308601.0
2024,31,Jack Haig,Australia,Bahrain - Victorious,309029.0
2024,32,Pavel Sivakov,Rusia,UAE Team Emirates,309197.0
2024,33,Bruno Armirail,Francia,Decathlon AG2R La Mondiale Team,309275.0
2024,34,Odd Christian Eiking,Noruega,Uno-X Mobility,309450.0
2024,35,Tobias Halland Johannessen,Noruega,Uno-X Mobility,309633.0
2024,36,Cristián Rodríguez,España,Arkéa - B&B Hotels,309955.0
2024,37,Bob Jungels,Luxemburgo,Red Bull - BORA - hansgrohe,310081.0
2024,38,Jakob Fuglsang,Dinamarca,Israel - Premier Tech,310238.0
2024,39,Oscar Onley,Reino Unido,Team dsm-firmenich PostNL,310835.0
2024,40,Warren Barguil,Francia,Team dsm-firmenich PostNL,310869.0
2024,41,Romain Grégoire,Francia,Groupama - FDJ,310957.0
2024,42,Geraint Thomas,Reino Unido,INEOS Grenadiers,311192.0
2024,43,Wout Poels,Países Bajos,Bahrain - Victorious,311628.0
2024,44,Marc Soler,España,UAE Team Emirates,311683.0
2024,45,Toms Skujiņš,Letonia,Lidl - Trek,311758.0
2024,46,Quentin Pacher,Francia,Groupama - FDJ,312843.0
2024,47,Johannes Kulset,Noruega,Uno-X Mobility,312998.0
2024,48,Nicolas Prodhomme,Francia,Decathlon AG2R La Mondiale Team,313101.0
2024,49,Tiesj Benoot,Bélgica,Team Visma | Lease a Bike,313507.0
2024,50,Hugo Houle,Canadá,Israel - Premier Tech,313551.0
2024,51,Nelson Oliveira,Portugal,Movistar Team,313970.0
2024,52,Wout van Aert,Bélgica,Team Visma | Lease a Bike,314092.0
2024,53,Jonathan Castroviejo,España,INEOS Grenadiers,314094.0
2024,54,Michał Kwiatkowski,Polonia,INEOS Grenadiers,314130.0
2024,55,Jonas Abrahamsen,Noruega,Uno-X Mobility,314274.0
2024,56,Gregor Mühlberger,Austria,Movistar Team,314353.0
2024,57,Magnus Cort,Dinamarca,Uno-X Mobility,314453.0
2024,58,Kevin Geniets,Luxemburgo,Groupama - FDJ,314595.0
2024,59,Neilson Powless,Estados Unidos,EF Education - EasyPost,314660.0
2024,60,Matteo Sobrero,Italia,Red Bull - BORA - hansgrohe,314742.0
2024,61,Jasper Stuyven,Bélgica,Lidl - Trek,314795.0
2024,62,Frank van den Broek,Países Bajos,Team dsm-firmenich PostNL,314818.0
2024,63,Mathieu Burgaudeau,Francia,TotalEnergies,314833.0
2024,64,Jan Tratnik,Eslovenia,Team Visma | Lease a Bike,314850.0
2024,65,David Gaudu,Francia,Groupama - FDJ,314899.0
2024,66,Krists Neilands,Letonia,Israel - Premier Tech,315064.0
2024,67,Jan Hirt,República Checa,Soudal Quick-Step,315176.0
2024,68,Rui Costa,Portugal,EF Education - EasyPost,315186.0
2024,69,Kobe Goossens,Bélgica,Intermarché - Wanty,315301.0
2024,70,Bart Lemmen,Países Bajos,Team Visma | Lease a Bike,315324.0
2024,71,Alex Aranburu,España,Movistar Team,315409.0
2024,72,Davide Formolo,Italia,Movistar Team,315517.0
2024,73,Stephen Williams,Reino Unido,Israel - Premier Tech,315533.0
2024,74,Harold Tejada,Colombia,Astana Qazaqstan Team,315549.0
2024,75,Nils Politt,Alemania,UAE Team Emirates,315737.0
2024,76,Nans Peters,Francia,Decathlon AG2R La Mondiale Team,315995.0
2024,77,Georg Zimmermann,Alemania,Intermarché - Wanty,316015.0
2024,78,Sean Quinn,Estados Unidos,EF Education - EasyPost,316174.0
2024,79,Oier Lazkano,España,Movistar Team,316177.0
2024,80,Tim Wellens,Bélgica,UAE Team Emirates,316785.0
2024,81,Victor Campenaerts,Bélgica,Lotto Dstny,316937.0
2024,82,Dorian Godon,Francia,Decathlon AG2R La Mondiale Team,316943.0
2024,83,Oliver Naesen,Bélgica,Decathlon AG2R La Mondiale Team,316959.0
2024,84,Christophe Laporte,Francia,Team Visma | Lease a Bike,317123.0
2024,85,Marco Haller,Austria,Red Bull - BORA - hansgrohe,317148.0
2024,86,Gianni Moscon,Italia,Soudal Quick-Step,317150.0
2024,87,Ryan Gibbons,Sudáfrica,Lidl - Trek,317260.0
2024,88,Paul Lapeira,Francia,Decathlon AG2R La Mondiale Team,317270.0
2024,89,Michael Matthews,Australia,Team Jayco AlUla,317339.0
2024,90,Fabien Grellier,Francia,TotalEnergies,317556.0
2024,91,Kévin Vauquelin,Francia,Arkéa - B&B Hotels,317572.0
2024,92,Thomas Gachignard,Francia,TotalEnergies,317846.0
2024,93,Mike Teunissen,Países Bajos,Intermarché - Wanty,317950.0
2024,94,Simon Geschke,Alemania,Cofidis,317966.0
2024,95,Brent Van Moer,Bélgica,Lotto Dstny,318085.0
2024,96,Mathieu van der Poel,Países Bajos,Alpecin - Deceuninck,318181.0
2024,97,Christopher Juul-Jensen,Dinamarca,Team Jayco AlUla,318248.0
2024,98,Raúl García Pierna,España,Arkéa - B&B Hotels,318308.0
2024,99,Axel Laurance,Francia,Alpecin - Deceuninck,318321.0
2024,100,Stefan Bissegger,Suiza,EF Education - EasyPost,318351.0
2024,101,Clément Champoussin,Francia,Arkéa - B&B Hotels,318535.0
2024,102,Clément Russo,Francia,Groupama - FDJ,318620.0
2024,103,Mattéo Vercher,Francia,TotalEnergies,318850.0
2024,104,Bryan Coquard,Francia,Cofidis,318942.0
2024,105,Rasmus Tiller,Noruega,Uno-X Mobility,318947.0
2024,106,Anthony Turgis,Francia,TotalEnergies,319124.0
2024,107,Gianni Vermeersch,Bélgica,Alpecin - Deceuninck,319263.0
2024,108,Axel Zingle,Francia,Cofidis,319406.0
2024,109,Marijn van den Berg,Países Bajos,EF Education - EasyPost,319611.0
2024,110,Nico Denz,Alemania,Red Bull - BORA - hansgrohe,319628.0
2024,111,Nikias Arndt,Alemania,Bahrain - Victorious,319644.0
2024,112,Pascal Ackermann,Alemania,Israel - Premier Tech,319750.0
2024,113,Biniam Girmay,Eritrea,Intermarché - Wanty,319903.0
2024,114,Piet Allegaert,Bélgica,Cofidis,320110.0
2024,115,Ben Turner,Reino Unido,INEOS Grenadiers,320167.0
2024,116,Luka Mezgec,Eslovenia,Team Jayco AlUla,320182.0
2024,117,Hugo Page,Francia,Intermarché - Wanty,320215.0
2024,118,Laurenz Rex,Bélgica,Intermarché - Wanty,320236.0
2024,119,Arnaud De Lie,Bélgica,Lotto Dstny,320332.0
2024,120,Danny van Poppel,Países Bajos,Red Bull - BORA - hansgrohe,320472.0
2024,121,Cedric Beullens,Bélgica,Lotto Dstny,320533.0
2024,122,John Degenkolb,Alemania,Team dsm-firmenich PostNL,320584.0
2024,123,Luke Durbridge,Australia,Team Jayco AlUla,320733.0
2024,124,Lenny Martinez,Francia,Groupama - FDJ,320741.0
2024,125,Yves Lampaert,Bélgica,Soudal Quick-Step,320807.0
2024,126,Silvan Dillier,Suiza,Alpecin - Deceuninck,321017.0
2024,127,Matej Mohorič,Eslovenia,Bahrain - Victorious,321138.0
2024,128,Jasper Philipsen,Bélgica,Alpecin - Deceuninck,321209.0
2024,129,Sébastien Grignard,Bélgica,Lotto Dstny,321348.0
2024,130,Harm Vanhoucke,Bélgica,Lotto Dstny,321367.0
2024,131,Alexander Kristoff,Noruega,Uno-X Mobility,321518.0
2024,132,Sandy Dujardin,Francia,TotalEnergies,321594.0
2024,133,Søren Wærenskjold,Noruega,Uno-X Mobility,321920.0
2024,134,Robbe Ghys,Bélgica,Alpecin - Deceuninck,322450.0
2024,135,Dylan Groenewegen,Países Bajos,Team Jayco AlUla,322597.0
2024,136,Daniel McLay,Reino Unido,Arkéa - B&B Hotels,322624.0
2024,137,Luca Mozzato,Italia,Arkéa - B&B Hotels,322712.0
2024,138,Cees Bol,Países Bajos,Astana Qazaqstan Team,323227.0
2024,139,Jarrad Drizners,Australia,Lotto Dstny,323477.0
2024,140,Davide Ballerini,Italia,Astana Qazaqstan Team,324102.0
2024,141,Mark Cavendish,Reino Unido,Astana Qazaqstan Team,324127.0
2025,1,Tadej Pogačar,Eslovenia,UAE Team Emirates - XRG,273632.0
2025,2,Jonas Vingegaard,Dinamarca,Team Visma | Lease a Bike,273896.0
2025,3,Florian Lipowitz,Alemania,Red Bull - BORA - hansgrohe,274292.0
2025,4,Oscar Onley,Reino Unido,Team Picnic PostNL,274364.0
2025,5,Felix Gall,Francia,Decathlon AG2R La Mondiale Team,274664.0
2025,6,Tobias Halland Johannessen,Noruega,Uno-X Mobility,274846.0
2025,7,Kévin Vauquelin,Francia,Arkéa - B&B Hotels,274987.0
